species	family
Cheilanthes_aurantiaca	Pteridaceae
Cheilanthes_aurea	Pteridaceae
Notholaena_meridionalis	Pteridaceae
Notholaena_greggii	Pteridaceae
Notholaena_sulphurea	Pteridaceae
Notholaena_bryopoda	Pteridaceae
Notholaena_neglecta	Pteridaceae
Notholaena_candida	Pteridaceae
Notholaena_copelandii	Pteridaceae
Notholaena_californica	Pteridaceae
Notholaena_affinis	Pteridaceae
Notholaena_trichomanoides	Pteridaceae
Notholaena_montieliae	Pteridaceae
Notholaena_rosei	Pteridaceae
Notholaena_aliena	Pteridaceae
Notholaena_grayi	Pteridaceae
Notholaena_schaffneri	Pteridaceae
Notholaena_aschenborniana	Pteridaceae
Notholaena_nealleyi	Pteridaceae
Notholaena_rigida	Pteridaceae
Cheilanthes_leucopoda	Pteridaceae
Aleuritopteris_leptolepis	Pteridaceae
Cheilanthes_farinosa	Pteridaceae
Aleuritopteris_formosana	Pteridaceae
Aleuritopteris_pseudofarinosa	Pteridaceae
Aleuritopteris_rufa	Pteridaceae
Cheilanthes_albomarginata	Pteridaceae
Aleuritopteris_farinosa	Pteridaceae
Cheilanthes_krameri	Pteridaceae
Cheilanthes_grisea	Pteridaceae
Aleuritopteris_kuhnii	Pteridaceae
Cheilanthes_brandtii	Pteridaceae
Aleuritopteris_subvillosa	Pteridaceae
Aleuritopteris_rosulata	Pteridaceae
Aleuritopteris_squamosa	Pteridaceae
Aleuritopteris_duclouxii	Pteridaceae
Aleuritopteris_humatifolia	Pteridaceae
Aleuritopteris_chrysophylla	Pteridaceae
Aleuritopteris_veitchii	Pteridaceae
Aleuritopteris_likiangensis	Pteridaceae
Cheilanthes_hancockii	Pteridaceae
Pellaea_trichophylla	Pteridaceae
Cheilanthes_insignis	Pteridaceae
Cheilanthes_christii	Pteridaceae
Cheilanthes_brausei	Pteridaceae
Cheilanthes_smithii	Pteridaceae
Cheilanthes_tibetica	Pteridaceae
Cheilanthes_argentea	Pteridaceae
Aleuritopteris_shensiensis	Pteridaceae
Aleuritopteris_subargentea	Pteridaceae
Cheilanthes_duclouxii	Pteridaceae
Cheilanthes_nitidula	Pteridaceae
Pellaea_patula	Pteridaceae
Cheilanthes_chusana	Pteridaceae
Aleuritopteris_tamburii	Pteridaceae
Pellaea_pectiniformis	Pteridaceae
Cheilanthes_leachii	Pteridaceae
Pellaea_doniana	Pteridaceae
Doryopteris_pedatoides	Pteridaceae
Doryopteris_pilosa	Pteridaceae
Pellaea_dura	Pteridaceae
Pellaea_longipilosa	Pteridaceae
Pellaea_angulosa	Pteridaceae
Pellaea_boivinii	Pteridaceae
Pellaea_maxima	Pteridaceae
Hemionitis_levyi	Pteridaceae
Hemionitis_palmata	Pteridaceae
Hemionitis_tomentosa	Pteridaceae
Hemionitis_rufa	Pteridaceae
Hemionitis_arifolia	Pteridaceae
Trachypteris_pinnata	Pteridaceae
Pellaea_pteroides	Pteridaceae
Cheilanthes_multifida	Pteridaceae
Cheilanthes_induta	Pteridaceae
Cheilanthes_namaquensis	Pteridaceae
Pellaea_calomelanos	Pteridaceae
Pellaea_flavescens	Pteridaceae
Cheilanthes_viridis	Pteridaceae
Cheilanthes_involuta	Pteridaceae
